Timestamp_s,RED,IR
25.694,106074,123218
25.696,106097,123272
25.702,106129,123337
25.7064,106172,123414
25.7107,106201,123452
25.7216,106202,123474
25.7293,106182,123432
25.7347,106026,123072
25.7391,105770,122528
25.7421,105547,121989
25.7481,105417,121653
25.7509,105368,121500
25.7529,105376,121548
25.7559,105401,121592
25.7559,105407,121617
25.7559,105425,121647
25.7559,105415,121648
25.7624,105421,121685
25.7666,105467,121757
25.7693,105474,121779
25.7693,105491,121785
25.7693,105487,121756
25.7721,105503,121730
26.1754,105501,121714
26.193,105499,121729
26.1987,105497,121782
26.203,105521,121847
26.2073,105536,121913
26.2159,105569,121972
26.2204,105610,122055
26.2244,105652,122112
26.2368,105671,122182
26.2417,105693,122194
26.2468,105700,122242
26.2491,105715,122303
26.2556,105712,122341
26.2592,105719,122374
26.266,105750,122410
26.268,105766,122427
26.2688,105783,122462
26.2688,105817,122472
26.2719,105819,122513
26.2739,105856,122572
26.2777,105873,122631
26.281,105872,122653
26.282,105899,122688
26.282,105931,122739
26.2831,105953,122806
26.689,105970,122853
26.6917,106012,122922
26.7014,106019,122914
26.7055,105929,122745
26.7095,105709,122228
26.7141,105458,121695
26.7209,105307,121314
26.7329,105229,121110
26.7431,105223,121107
26.7487,105262,121184
26.7542,105317,121277
26.7562,105365,121367
26.7643,105342,121339
26.7653,105347,121409
26.7663,105408,121492
26.7697,105468,121573
26.7718,105463,121638
26.7728,105468,121709
26.7738,105489,121734
26.7785,105514,121719
26.7805,105531,121803
26.7833,105586,121900
26.7833,105621,121960
26.7833,105675,122047
26.7861,105726,122214
27.179,105798,122344
27.1811,105832,122440
27.1811,105848,122556
27.1811,105881,122585
27.2046,105900,122627
27.2098,105948,122701
27.2144,105989,122779
27.2222,106034,122826
27.2252,106071,122928
27.2279,106095,123017
27.2351,106125,123053
27.2482,106183,123151
27.2539,106199,123249
27.2549,106255,123292
27.262,106289,123425
27.265,106333,123481
27.2689,106349,123565
27.2715,106377,123660
27.2745,106416,123751
27.2755,106458,123837
27.2765,106487,123912
27.2816,106526,124004
27.2826,106556,124053
27.2848,106508,123947
27.2858,106342,123578
27.6817,106105,123010
27.6817,105899,122537
27.7004,105786,122242
27.7055,105755,122127
27.7109,105784,122141
27.7138,105824,122239
27.7138,105850,122308
27.7273,105867,122349
27.7354,105886,122378
27.7411,105915,122443
27.7632,105946,122507
27.7853,105958,122526
27.7853,105960,122487
27.7873,105938,122468
27.7873,105921,122412
27.7893,105920,122387
27.7996,105940,122411
27.7996,105978,122512
27.8033,106012,122595
27.8033,106044,122697
27.8033,106078,122797
27.8045,106104,122868
27.8045,106136,122918
27.8055,106169,122998
27.8055,106174,123039
28.1805,106198,123091
28.1805,106201,123114
28.1805,106236,123162
28.1948,106246,123216
28.1968,106266,123241
28.1993,106281,123275
28.208,106322,123320
28.2101,106340,123380
28.2133,106365,123418
28.2133,106366,123474
28.2158,106410,123521
28.2168,106424,123579
28.2188,106447,123671
28.2224,106466,123729
28.2254,106493,123799
28.2283,106483,123827
28.2313,106382,123596
28.2323,106181,123087
28.2323,105939,122504
28.2333,105781,122092
28.2333,105696,121887
28.2343,105695,121848
28.2343,105731,121897
28.2353,105785,121976
28.2365,105811,122035
28.685,105833,122071
28.685,105854,122120
28.685,105911,122206
28.6881,105923,122249
28.692,105929,122269
28.694,105917,122274
28.696,105919,122259
28.698,105906,122239
28.7,105919,122265
28.7013,105927,122285
28.7033,105955,122355
28.7149,105985,122467
28.7264,106027,122548
28.732,106067,122641
28.7351,106084,122703
28.7447,106103,122762
28.7472,106118,122809
28.748,106132,122832
28.7527,106174,122892
28.7619,106203,122911
28.7707,106214,122969
28.7764,106222,122990
28.7817,106279,123023
28.7888,106290,123093
28.7922,106304,123122
29.1828,106324,123168
29.1867,106367,123227
29.1867,106394,123314
29.194,106380,123338
29.1963,106434,123396
29.1983,106464,123439
29.2057,106499,123479
29.21,106520,123572
29.211,106557,123626
29.2124,106572,123626
29.2124,106456,123478
29.2134,106283,123003
29.2134,105981,122384
29.2134,105828,121932
29.2134,105731,121684
29.2134,105684,121616
29.2134,105758,121690
29.2181,105780,121803
29.2201,105837,121828
29.2225,105796,121883
29.2239,105795,121891
29.226,105847,121943
29.2279,105849,122014
29.2295,105873,122024
29.2295,105862,122047
29.6732,105848,122029
29.6732,105838,122042
29.689,105851,121979
29.691,105856,122011
29.6931,105891,122061
29.6956,105957,122172
29.6978,105992,122275
29.7133,106034,122336
29.7133,106055,122413
29.7224,106061,122465
29.7272,106095,122505
29.7335,106121,122559
29.7381,106127,122587
29.7422,106122,122631
29.7472,106129,122648
29.7523,106162,122687
29.7543,106197,122742
29.7661,106208,122783
29.7695,106236,122838
29.778,106249,122884
29.7791,106280,122933
29.7827,106277,122976
29.7881,106317,123040
29.7916,106334,123072
29.7916,106349,123115
30.1875,106364,123153
30.1875,106361,123191
30.1875,106408,123257
30.1875,106427,123308
30.1875,106437,123347
30.1956,106418,123258
30.1976,106246,122899
30.1997,105973,122331
30.2019,105765,121837
30.2039,105651,121492
30.2059,105590,121380
30.2075,105621,121422
30.2101,105674,121496
30.2122,105701,121556
30.2141,105720,121617
30.2157,105737,121667
30.2341,105769,121734
30.2461,105807,121817
30.2505,105817,121870
30.254,105807,121889
30.2585,105818,121920
30.2605,105811,121916
30.2626,105814,121939
30.2626,105840,121973
30.2674,105851,122022
30.6906,105931,122126
30.6906,105995,122229
30.6906,106034,122360
30.6906,106089,122465
30.7054,106096,122554
30.7064,106115,122615
30.7119,106147,122674
30.7139,106164,122720
30.7228,106174,122773
30.7262,106199,122815
30.7277,106257,122901
30.7311,106264,122972
30.735,106276,123057
30.735,106293,123136
30.7395,106341,123212
30.7395,106374,123271
30.7405,106418,123328
30.7405,106439,123412
30.7415,106476,123493
30.7423,106505,123569
30.7423,106575,123646
30.7434,106604,123733
30.7434,106632,123847
30.7434,106681,123916
30.7444,106692,123987
31.1884,106705,123977
31.1884,106635,123761
31.1884,106379,123219
31.1884,106116,122649
31.1991,105952,122199
31.2014,105818,121952
31.2024,105825,121882
31.2024,105848,121931
31.2064,105871,122016
31.2091,105925,122108
31.2321,105955,122141
31.2342,106000,122196
31.2575,106028,122306
31.2772,106026,122318
31.2858,106008,122347
31.2982,106025,122287
31.3066,105967,122239
31.3087,105988,122252
31.3216,106044,122231
31.3305,106010,122324
31.336,106051,122367
31.3404,106088,122460
31.3456,106125,122607
31.3492,106138,122700
31.3523,106253,122777
31.6913,106241,122824
31.7037,106215,122908
31.7071,106268,122941
31.7143,106260,122943
31.7193,106256,122918
31.7278,106281,122991
31.7401,106296,123041
31.7464,106341,123016
31.7483,106356,123055
31.7556,106399,123080
31.757,106409,123124
31.7617,106421,123171
31.7652,106444,123163
31.7662,106448,123268
31.7693,106494,123299
31.7693,106517,123294
31.7693,106526,123386
31.7693,106538,123409
31.7762,106552,123473
31.7792,106584,123517
31.7812,106513,123422
31.7853,106300,122984
31.7863,106060,122442
31.7863,105925,122129
31.7873,105859,121956
32.1887,105876,121951
32.2048,105936,122075
32.2084,105990,122186
32.2123,106046,122270
32.2133,106065,122308
32.2239,106080,122375
32.2249,106138,122446
32.227,106142,122508
32.2412,106157,122518
32.2491,106143,122489
32.2521,106122,122485
32.2563,106121,122452
32.2563,106132,122436
32.2601,106133,122435
32.2648,106148,122429
32.2674,106161,122466
32.2708,106193,122464
32.2718,106227,122525
32.2758,106247,122568
32.2778,106257,122588
32.2788,106257,122638
32.2798,106278,122671
32.2838,106301,122735
32.2868,106310,122763
32.2898,106338,122787
32.6891,106336,122817
32.6911,106361,122869
32.7054,106350,122905
32.7153,106398,122969
32.7198,106431,123028
32.7222,106454,123092
32.7273,106470,123139
32.7303,106510,123189
32.7346,106513,123236
32.7481,106540,123265
32.7481,106564,123317
32.7481,106577,123342
32.756,106592,123379
32.7598,106620,123437
32.7632,106624,123521
32.7659,106634,123537
32.7696,106593,123476
32.7707,106418,123089
32.7727,106123,122508
32.7757,105943,121992
32.7777,105810,121683
32.7789,105812,121566
32.78,105845,121608
32.783,105889,121740
32.7848,105939,121874
33.1821,105962,121962
33.1821,105998,122009
33.198,106031,122080
33.206,106067,122149
33.2145,106086,122172
33.2221,106076,122149
33.2263,106081,122137
33.2303,106071,122139
33.2366,106075,122175
33.243,106091,122199
33.2474,106117,122265
33.254,106154,122330
33.2587,106198,122450
33.2617,106234,122569
33.2636,106290,122689
33.2669,106298,122794
33.2719,106388,122873
33.2759,106367,122940
33.2828,106373,122983
33.2828,106427,123030
33.2828,106436,123079
33.2857,106488,123167
33.2857,106501,123252
33.2868,106568,123321
33.2878,106582,123386
33.6928,106644,123464
33.7054,106617,123529
33.7105,106685,123607
33.7152,106690,123664
33.7152,106715,123728
33.7252,106772,123801
33.7262,106807,123937
33.7299,106825,124010
33.7317,106871,124122
33.736,106878,124191
33.737,106942,124282
33.739,106941,124261
33.741,106859,124040
33.7431,106571,123535
33.7441,106365,122990
33.7495,106196,122598
33.7515,106136,122435
33.7525,106124,122377
33.7525,106185,122439
33.7525,106223,122558
33.7535,106254,122656
33.754,106287,122737
33.754,106348,122830
33.755,106366,122939
33.7555,106402,122989
34.1833,106353,122978
34.1833,106350,122887
34.1833,106303,122846
34.1989,106288,122788
34.2021,106302,122829
34.2036,106322,122861
34.2058,106373,122947
34.2067,106407,123076
34.2098,106457,123185
34.2251,106513,123280
34.2272,106532,123386
34.2569,106573,123400
34.2827,106590,123452
34.2909,106588,123469
34.2949,106597,123497
34.2966,106605,123523
34.3108,106612,123514
34.3136,106620,123538
34.3164,106612,123562
34.3216,106648,123589
34.3246,106658,123621
34.3246,106668,123682
34.3246,106699,123721
34.3276,106713,123751
34.3276,106733,123807
34.6908,106768,123861
34.6908,106797,123915
34.6908,106799,123963
34.6908,106828,124003
34.702,106798,123955
34.7039,106615,123588
34.7062,106355,123019
34.7164,106127,122536
34.7211,105996,122215
34.7312,105976,122094
34.7355,106002,122127
34.7385,106041,122241
34.7428,106098,122380
34.7483,106131,122450
34.751,106175,122525
34.7601,106224,122592
34.7687,106253,122674
34.7731,106251,122674
34.776,106251,122656
34.7833,106225,122618
34.7833,106212,122596
34.7888,106205,122588
34.7926,106224,122615
34.7926,106241,122683
34.7951,106291,122785
35.1878,106351,122907
35.2034,106372,123026
35.2097,106429,123126
35.2137,106475,123210
35.2182,106487,123260
35.2262,106524,123323
35.2312,106543,123364
35.2332,106563,123397
35.2352,106592,123420
35.248,106604,123442
35.2561,106627,123496
35.2621,106633,123530
35.2621,106629,123573
35.2621,106639,123586
35.2723,106657,123632
35.2756,106678,123692
35.2756,106713,123748
35.28,106746,123823
35.281,106744,123862
35.283,106766,123919
35.2845,106778,123971
35.2855,106827,124041
35.2896,106837,124076
35.2925,106789,124004
35.2935,106604,123613
35.704,106354,123041
35.7096,106149,122526
35.7157,105998,122211
35.7223,105970,122089
35.7271,105974,122134
35.7306,106036,122216
35.7401,106081,122297
35.7423,106115,122351
35.7471,106124,122398
35.7479,106179,122440
35.7499,106180,122519
35.7519,106197,122532
35.7553,106202,122539
35.7594,106228,122501
35.7604,106172,122471
35.7604,106168,122434
35.7604,106204,122463
35.7614,106198,122525
35.7614,106235,122639
35.7624,106289,122671
35.7624,106319,122766
35.7624,106353,122866
35.7624,106414,122988
35.7624,106434,122959
35.7656,106395,123002
36.1966,106456,123085
36.1966,106460,123104
36.2079,106473,123149
36.2111,106490,123154
36.2158,106481,123199
36.2199,106519,123258
36.2274,106577,123298
36.2274,106566,123384
36.2331,106598,123460
36.2349,106664,123522
36.2359,106641,123572
36.2389,106688,123644
36.2415,106741,123704
36.2457,106778,123759
36.2467,106788,123846
36.2467,106763,123901
36.2477,106806,123957
36.2477,106832,123968
36.2487,106803,123947
36.2493,106727,123716
36.2499,106475,123237
36.2504,106262,122696
36.2504,106120,122341
36.2514,106057,122215
36.2514,106104,122193
36.6935,106124,122324
36.7095,106173,122430
36.7202,106217,122498
36.7262,106243,122543
36.7304,106293,122619
36.7361,106326,122781
36.7473,106354,122856
36.7511,106348,122860
36.7548,106341,122830
36.7548,106340,122830
36.7638,106338,122822
36.7686,106363,122859
36.7722,106392,122922
36.7732,106433,123043
36.7761,106483,123166
36.7789,106547,123265
36.7799,106574,123380
36.7809,106644,123470
36.7829,106675,123538
36.7845,106696,123599
36.7895,106696,123639
36.7918,106734,123691
36.7928,106748,123741
36.7928,106759,123809
36.7928,106787,123833
37.1961,106797,123886
37.1961,106816,123940
37.1961,106847,124002
37.1961,106875,124039
37.2104,106902,124090
37.2152,106918,124145
37.2181,106948,124201
37.2216,106971,124247
37.2227,107007,124283
37.2251,107020,124356
37.2271,107057,124434
37.231,107072,124471
37.2358,107050,124449
37.2378,106932,124165
37.2389,106685,123672
37.2389,106471,123170
37.2398,106328,122845
37.2398,106288,122700
37.241,106308,122726
37.241,106362,122837
37.242,106419,122950
37.243,106474,123094
37.2434,106485,123148
37.2445,106539,123250
37.2455,106577,123315
37.7008,106585,123340
37.7008,106578,123286
37.7008,106558,123269
37.7085,106538,123218
37.7101,106529,123195
37.7247,106540,123194
37.7264,106593,123275
37.7341,106622,123373
37.7619,106645,123464
37.7694,106659,123588
37.7912,106686,123674
37.7932,106737,123759
37.7932,106763,123812
37.7932,106788,123858
37.7982,106817,123888
37.8191,106835,123937
37.8241,106854,123949
37.8325,106853,123958
37.8372,106890,124004
37.8416,106894,124030
37.8426,106924,124045
37.8515,106913,124083
37.8584,106939,124154
37.8584,106964,124200
37.8698,107008,124228
38.2048,107010,124285
38.2048,107029,124316
38.211,107051,124387
38.2175,107100,124455
38.222,107099,124502
38.2268,107068,124472
38.2391,106968,124209
38.2418,106697,123685
38.2548,106466,123152
38.2548,106320,122780
38.2654,106250,122625
38.2674,106260,122589
38.2687,106310,122663
38.2722,106341,122773
38.2732,106355,122834
38.2742,106347,122865
38.2765,106388,122938
38.2794,106408,122982
38.2834,106437,123020
38.2834,106423,122973
38.2834,106419,122958
38.2834,106412,122923
38.2876,106405,122910
38.2876,106400,122961
38.2886,106437,123021
38.7018,106467,123037
38.7018,106480,123121
38.7018,106550,123234
38.7104,106590,123325
38.7139,106603,123361
38.715,106621,123416
38.7228,106648,123456
38.7238,106660,123493
38.7238,106663,123501
38.7248,106654,123486
38.7248,106695,123544
38.7261,106731,123559
38.7261,106698,123636
38.7271,106748,123642
38.7271,106755,123720
38.7303,106766,123718
38.7324,106775,123833
38.7343,106836,123812
38.7353,106807,123871
38.7385,106850,123890
38.7405,106859,123948
38.7425,106898,123990
38.7433,106908,124042
38.7629,106933,124074
38.7678,106904,124037
39.1998,106735,123718
39.2138,106484,123184
39.2201,106265,122712
39.2294,106131,122371
39.2324,106073,122227
39.2374,106102,122230
39.243,106141,122385
39.2479,106176,122429
39.2479,106215,122511
39.2617,106231,122552
39.2668,106263,122603
39.2715,106299,122647
39.2757,106299,122687
39.2757,106296,122676
39.2844,106301,122661
39.2854,106300,122645
39.2885,106286,122645
39.2907,106294,122652
39.2917,106322,122701
39.2927,106349,122763
39.2947,106403,122878
39.2986,106434,122975
39.3016,106458,123069
39.3036,106485,123104
39.3036,106513,123184
39.7063,106534,123242
39.709,106567,123265
39.7128,106589,123297
39.7167,106596,123330
39.7243,106606,123366
39.7262,106644,123414
39.7315,106657,123451
39.7346,106673,123535
39.7367,106702,123587
39.7387,106731,123656
39.7438,106756,123734
39.7458,106771,123816
39.7485,106802,123874
39.7485,106853,123942
39.7485,106861,124029
39.7509,106916,124116
39.7509,106952,124214
39.7509,106991,124301
39.7519,106985,124314
39.7519,106875,124084
39.7519,106660,123571
39.7529,106437,123083
39.7529,106285,122741
39.7529,106242,122583
39.7539,106259,122596
40.2099,106309,122688
40.213,106359,122807
40.2155,106378,122878
40.2174,106425,122954
40.2218,106464,123064
40.2249,106501,123173
40.2269,106533,123243
40.2318,106519,123266
40.2349,106532,123284
40.2474,106540,123310
40.2569,106551,123297
40.2619,106577,123358
40.2674,106597,123441
40.2692,106673,123536
40.2692,106723,123650
40.2781,106775,123762
40.2791,106805,123840
40.2801,106854,123925
40.2823,106858,123979
40.2823,106880,124029
40.2877,106873,124068
40.2913,106888,124090
40.2924,106885,124133
40.2924,106905,124167
40.2934,106923,124202
40.7043,106945,124250
40.7043,106989,124306
40.7206,106982,124352
40.7249,107000,124407
40.7327,107016,124475
40.7345,107030,124538
40.7414,107069,124566
40.7439,107090,124614
40.7439,107131,124676
40.7494,107159,124708
40.7514,107161,124739
40.7524,107157,124697
40.7538,106977,124377
40.7553,106750,123888
40.76,106539,123397
40.7636,106434,123101
40.7636,106411,122975
40.7636,106401,122989
40.7636,106466,123113
40.7653,106521,123183
40.7653,106552,123271
40.7664,106593,123349
40.7664,106613,123457
40.7664,106644,123535
40.7674,106659,123524
41.1981,106616,123496
41.1981,106631,123445
41.1981,106626,123435
41.1981,106622,123427
41.2116,106645,123464
41.2147,106668,123546
41.2327,106712,123633
41.244,106745,123727
41.2469,106811,123834
41.2484,106808,123917
41.2567,106844,123985
41.2587,106892,124063
41.2615,106877,124082
41.2671,106883,124107
41.2695,106914,124159
41.2706,106924,124218
41.2779,106955,124203
41.2823,106947,124250
41.2823,106990,124299
41.2893,106963,124317
41.2913,107008,124320
41.2913,107018,124400
41.2968,107039,124486
41.2989,107043,124565
41.3019,107080,124607
41.7018,107077,124663
41.7018,107162,124694
41.7148,107144,124732
41.7183,107047,124550
41.7214,106863,124085
41.7223,106626,123525
41.7253,106460,123084
41.7286,106370,122900
41.7296,106336,122795
41.7363,106366,122843
41.7399,106402,122904
41.7402,106427,122972
41.7457,106447,123010
41.7467,106482,123062
41.7486,106521,123143
41.7486,106538,123193
41.751,106519,123157
41.7553,106512,123150
41.7563,106500,123139
41.7608,106491,123116
41.7613,106505,123146
41.7613,106531,123221
41.7627,106568,123271
41.7637,106592,123355
41.7637,106648,123436
42.2049,106686,123544
42.2154,106723,123626
42.2205,106752,123666
42.2245,106765,123705
42.2269,106781,123746
42.235,106794,123769
42.2399,106815,123786
42.2417,106811,123781
42.2447,106825,123816
42.2457,106840,123870
42.2478,106857,123916
42.2493,106870,123993
42.2514,106909,124040
42.2524,106920,124109
42.2554,106940,124162
42.2554,106982,124204
42.2554,106989,124244
42.2554,107027,124295
42.2623,107074,124370
42.2623,107075,124383
42.2631,107021,124295
42.2631,106826,123865
42.2641,106548,123249
42.2652,106333,122731
42.2652,106203,122447
42.6986,106164,122327
42.6986,106175,122346
42.6986,106192,122406
42.7146,106223,122442
42.7177,106223,122430
42.7219,106203,122421
42.7246,106233,122447
42.7286,106261,122507
42.7385,106264,122521
42.7399,106264,122507
42.7529,106258,122483
42.7582,106234,122462
42.7641,106234,122435
42.7688,106252,122453
42.7739,106270,122483
42.779,106292,122550
42.781,106333,122626
42.783,106343,122667
42.7869,106366,122677
42.7889,106366,122727
42.7909,106360,122715
42.792,106347,122703
42.8003,106353,122719
42.8073,106350,122744
42.8089,106369,122782
43.208,106395,122806
43.208,106393,122840
43.208,106427,122883
43.2196,106475,122956
43.2217,106501,123009
43.2227,106526,123043
43.2297,106526,123052
43.2338,106537,123086
43.2375,106541,123138
43.2395,106549,123159
43.2415,106592,123189
43.2415,106607,123233
43.2444,106627,123230
43.2474,106601,123189
43.2498,106468,122943
43.2543,106188,122351
43.2553,105929,121783
43.2553,105754,121371
43.2561,105694,121208
43.2561,105701,121173
43.2572,105704,121214
43.2572,105739,121276
43.2572,105697,121241
43.2572,105704,121249
43.2572,105717,121267
43.7156,105727,121352
43.7176,105746,121420
43.7176,105769,121443
43.7282,105752,121454
43.7292,105760,121413
43.7322,105753,121387
43.7438,105751,121399
43.7514,105771,121448
43.7554,105822,121504
43.7614,105829,121585
43.7675,105876,121659
43.7702,105918,121754
43.7752,105939,121819
43.78,105967,121866
43.783,105942,121877
43.7838,105999,121933
43.7895,106023,121975
43.7913,105998,122027
43.797,106032,122026
43.8001,106062,122122
43.8011,106058,122164
43.8011,106099,122221
43.8011,106176,122246
43.8021,106177,122318
43.8021,106175,122383
44.2084,106209,122412
44.2084,106252,122478
44.2182,106258,122509
44.2277,106261,122576
44.2369,106317,122625
44.2419,106367,122724
44.2499,106360,122766
44.2529,106410,122810
44.2585,106441,122851
44.2677,106310,122634
44.2711,106048,122107
44.2758,105840,121614
44.2797,105690,121272
44.2836,105640,121133
44.3134,105648,121156
44.3188,105683,121202
44.3408,105696,121261
44.3591,105721,121319
44.3615,105740,121362
44.3679,105758,121435
44.3813,105817,121518
44.3996,105849,121605
44.4053,105852,121600
44.4135,105864,121603
44.4192,105840,121539
44.7146,105842,121536
44.7166,105859,121555
44.7166,105887,121604
44.727,105928,121679
44.7349,105964,121814
44.7379,106015,121915
44.7389,106065,121996
44.7435,106086,122082
44.7455,106131,122139
44.7477,106138,122217
44.7525,106185,122297
44.7574,106219,122380
44.7574,106240,122444
44.7626,106280,122518
44.7656,106299,122555
44.7656,106307,122587
44.769,106351,122647
44.7702,106382,122726
44.7722,106416,122782
44.7742,106454,122865
44.7769,106461,122929
44.7799,106491,122981
44.7819,106524,123044
44.7829,106549,123128
44.7836,106588,123235
45.2095,106638,123332
45.2187,106701,123451
45.2187,106740,123570
45.225,106759,123610
45.2286,106681,123488
45.2321,106493,123067
45.2341,106275,122560
45.2365,106135,122180
45.2439,106057,122007
45.2439,106057,121975
45.2477,106096,122059
45.2503,106145,122140
45.2513,106183,122256
45.2543,106219,122329
45.2555,106259,122394
45.2575,106297,122502
45.2595,106329,122569
45.2625,106318,122548
45.2625,106314,122506
45.2683,106274,122486
45.2693,106260,122445
45.2705,106247,122435
45.2705,106289,122489
45.2714,106317,122555
45.2714,106351,122645
45.7083,106391,122731
45.7083,106438,122785
45.7151,106464,122830
45.7171,106492,122864
45.7195,106507,122906
45.7219,106507,122914
45.724,106522,122952
45.7259,106533,122943
45.7281,106501,122955
45.7301,106505,122972
45.7321,106511,122987
45.7477,106534,123044
45.7577,106543,123082
45.7604,106570,123092
45.7644,106590,123142
45.7702,106594,123173
45.7722,106593,123216
45.7745,106624,123286
45.7753,106631,123361
45.7894,106675,123421
45.7894,106689,123453
45.8003,106687,123402
45.8023,106540,123140
45.8033,106308,122611
45.8121,106093,122127
46.2197,105959,121789
46.2287,105925,121666
46.2342,105915,121672
46.2362,105953,121725
46.2372,105987,121815
46.2392,106065,121895
46.2448,106087,121953
46.246,106087,122020
46.2501,106104,122093
46.2518,106142,122126
46.2528,106128,122146
46.2654,106131,122100
46.2681,106137,122103
46.2772,106127,122120
46.2826,106163,122179
46.2868,106176,122247
46.2888,106230,122324
46.2946,106259,122425
46.2986,106280,122505
46.3017,106354,122605
46.3057,106352,122693
46.3073,106395,122752
46.3097,106438,122789
46.3132,106419,122811
46.3178,106452,122894
46.699,106482,122991
46.7145,106511,122977
46.7207,106505,123066
46.7351,106573,123162
46.7438,106586,123208
46.7472,106669,123287
46.7513,106638,123370
46.7536,106686,123438
46.7567,106707,123489
46.7577,106700,123533
46.7692,106779,123620
46.7779,106786,123638
46.7833,106769,123679
46.7874,106779,123744
46.7939,106818,123791
46.7969,106876,123844
46.8046,106861,123869
46.8067,106733,123554
46.81,106457,122979
46.8114,106210,122370
46.8124,106054,121991
46.8154,105990,121811
46.8191,106000,121822
46.8226,106039,121896
46.8236,106089,121984
47.2113,106088,122025
47.2113,106123,122051
47.2207,106134,122113
47.2207,106180,122216
47.2262,106221,122290
47.2358,106230,122323
47.2416,106222,122321
47.2508,106209,122293
47.2558,106229,122350
47.2579,106221,122374
47.2646,106273,122424
47.2656,106287,122513
47.2704,106339,122603
47.2721,106384,122705
47.2741,106435,122785
47.2761,106474,122911
47.2777,106529,122970
47.279,106539,123015
47.281,106565,123061
47.2829,106587,123128
47.2864,106599,123144
47.2901,106599,123194
47.2912,106609,123217
47.2912,106626,123269
47.2912,106653,123346
47.7025,106669,123398
47.7184,106702,123446
47.7237,106719,123477
47.7276,106732,123491
47.7302,106722,123495
47.7312,106753,123523
47.7344,106777,123554
47.7385,106789,123585
47.7433,106799,123635
47.7453,106819,123685
47.7463,106828,123723
47.7463,106836,123765
47.7473,106861,123791
47.7473,106809,123687
47.7483,106605,123302
47.7483,106353,122736
47.7483,106164,122278
47.7508,106038,121990
47.7513,106017,121899
47.7534,106041,121948
47.7558,106103,122085
47.7578,106154,122185
47.7598,106189,122251
47.7618,106215,122286
47.7628,106243,122389
48.2232,106282,122460
48.2232,106317,122501
48.2344,106331,122532
48.2422,106331,122541
48.2432,106341,122562
48.2514,106339,122558
48.2534,106343,122602
48.2668,106356,122677
48.2754,106428,122759
48.2799,106448,122893
48.2843,106507,122962
48.2873,106543,123103
48.2945,106576,123146
48.2965,106611,123183
48.2973,106642,123228
48.3043,106654,123256
48.3084,106671,123287
48.3102,106661,123319
48.314,106689,123337
48.318,106694,123369
48.318,106724,123388
48.318,106736,123451
48.3222,106779,123514
48.3228,106813,123580
48.3228,106832,123632
48.7194,106858,123667
48.7226,106883,123730
48.7226,106902,123781
48.7267,106929,123875
48.7298,106954,123937
48.7318,106970,124001
48.739,106994,124053
48.7421,106999,124082
48.7549,107004,124076
48.7614,106898,123907
48.7692,106673,123424
48.7761,106422,122880
48.7815,106264,122446
48.7866,106165,122193
48.7886,106125,122131
48.7896,106200,122180
48.7896,106241,122275
48.7934,106286,122361
48.7972,106299,122422
48.8004,106346,122485
48.8014,106363,122556
48.8014,106331,122563
48.8024,106351,122530
48.8024,106332,122484
48.8024,106323,122478
49.218,106340,122457
49.218,106297,122465
49.2254,106336,122564
49.2376,106380,122612
49.2408,106435,122683
49.249,106492,122772
49.2537,106511,122881
49.2568,106519,122964
49.2608,106544,122994
49.2628,106552,123026
49.2658,106564,123087
49.2675,106633,123109
49.2704,106614,123133
49.2724,106664,123134
49.2743,106692,123163
49.2763,106705,123236
49.2773,106706,123330
49.2793,106747,123342
49.284,106767,123400
49.287,106798,123452
49.288,106796,123549
49.2885,106816,123544
49.2885,106827,123587
49.2895,106848,123643
49.2895,106881,123698
49.7209,106891,123735
49.725,106925,123819
49.7322,106925,123811
49.7421,106965,123894
49.7454,106938,123872
49.7503,106872,123700
49.7546,106633,123223
49.7592,106390,122641
49.7645,106198,122183
49.7685,106098,121913
49.7707,106102,121871
49.7745,106132,121942
49.7765,106181,122054
49.7829,106222,122126
49.7847,106235,122178
49.7867,106247,122218
49.7887,106273,122264
49.7905,106307,122334
49.7966,106327,122391
49.8032,106352,122428
49.8032,106366,122456
49.8048,106391,122500
49.8048,106400,122534
49.8059,106451,122606
49.8059,106481,122692
50.2187,106548,122808
50.2207,106581,122900
50.2227,106624,122992
50.2257,106666,123078
50.2284,106691,123153
50.2301,106677,123199
50.2427,106695,123207
50.2477,106694,123240
50.2579,106709,123268
50.2616,106723,123308
50.2616,106757,123330
50.272,106761,123355
50.2753,106781,123387
50.2753,106803,123420
50.2856,106839,123500
50.2893,106853,123552
50.2952,106888,123565
50.2992,106902,123611
50.3031,106940,123645
50.3064,106943,123685
50.3074,106960,123721
50.3094,106964,123763
50.3146,106993,123801
50.3156,106996,123864
50.3176,107053,123927
50.7156,107065,124008
50.7156,107062,124014
50.7156,106953,123803
50.7267,106714,123318
50.7344,106504,122801
50.7354,106364,122434
50.7398,106309,122275
50.7476,106326,122293
50.7588,106395,122379
50.7652,106449,122501
50.7683,106478,122580
50.7716,106504,122630
50.776,106508,122698
50.7782,106550,122766
50.7782,106570,122837
50.7831,106565,122842
50.7856,106555,122841
50.7866,106545,122816
50.7883,106549,122833
50.7893,106551,122858
50.7916,106582,122931
50.7946,106618,123030
50.7966,106669,123150
50.8004,106706,123257
50.8004,106757,123357
51.2277,106793,123436
51.2277,106834,123506
51.2277,106844,123532
51.2277,106868,123596
51.2413,106898,123643
51.2426,106901,123702
51.2511,106948,123752
51.2546,106972,123784
