Timestamp_s,RED,IR
51.2601,107002,123840
51.2619,107039,123899
51.2634,107022,123939
51.2665,107076,124009
51.2675,107068,124060
51.2693,107103,124124
51.2723,107143,124191
51.2774,107178,124250
51.2794,107171,124302
51.2794,107195,124358
51.2794,107208,124429
51.2813,107299,124483
51.2813,107279,124550
51.2822,107301,124555
51.2822,107142,124281
51.2822,106921,123795
51.2836,106716,123283
51.7214,106560,122937
51.7234,106448,122732
51.7254,106512,122722
51.7284,106527,122825
51.7309,106569,122900
51.7322,106612,123019
51.7343,106664,123126
51.7349,106685,123189
51.7546,106712,123321
51.7576,106766,123294
51.7617,106720,123261
51.7637,106669,123247
51.7657,106678,123180
51.7703,106661,123148
51.7732,106672,123176
51.7762,106650,123175
51.8018,106677,123278
51.8135,106710,123311
51.8196,106776,123428
51.8342,106819,123485
51.8372,106837,123547
51.8372,106860,123604
51.8418,106874,123596
51.8438,106865,123634
51.8452,106883,123650
52.225,106909,123663
52.225,106920,123704
52.225,106934,123780
52.2287,106945,123743
52.2287,106935,123839
52.2327,106948,123819
52.2347,106943,123833
52.2377,106949,123844
52.2427,106949,123879
52.2447,106937,123826
52.2447,106928,123822
52.2447,106931,123800
52.2466,106938,123789
52.2475,106949,123810
52.25,106955,123842
52.252,106949,123806
52.254,106803,123503
52.255,106533,122957
52.2583,106314,122389
52.2603,106147,122027
52.2623,106065,121850
52.2633,106088,121860
52.2659,106134,121993
52.2822,106196,122086
52.2903,106223,122175
52.7228,106232,122232
52.7248,106265,122269
52.7358,106301,122362
52.7474,106321,122390
52.7474,106324,122370
52.7474,106302,122347
52.7585,106294,122303
52.7626,106280,122294
52.7662,106288,122262
52.7768,106294,122290
52.7808,106304,122323
52.786,106334,122389
52.7899,106334,122452
52.7953,106388,122513
52.7996,106426,122631
52.8036,106479,122761
52.807,106510,122858
52.812,106545,122929
52.8147,106546,122953
52.8168,106549,122950
52.8182,106581,122994
52.8203,106601,123017
52.8236,106596,123004
52.8273,106604,123022
52.8307,106619,123069
53.2274,106639,123080
53.2316,106666,123131
53.2316,106688,123194
53.2415,106736,123300
53.2425,106783,123383
53.2466,106782,123445
53.2503,106824,123527
53.2646,106851,123619
53.289,106883,123684
53.2991,106921,123767
53.3055,106869,123658
53.3204,106673,123247
53.3224,106436,122685
53.3283,106259,122222
53.3307,106178,121976
53.3327,106144,121912
53.3337,106161,121926
53.3337,106187,122000
53.3347,106272,122134
53.3347,106323,122253
53.3357,106344,122306
53.3357,106399,122364
53.3367,106400,122414
53.3372,106417,122442
53.3372,106415,122466
53.7199,106431,122496
53.7317,106467,122547
53.7317,106502,122627
53.7363,106500,122647
53.7486,106514,122690
53.7558,106539,122723
53.7569,106559,122770
53.7645,106584,122860
53.7711,106635,122957
53.7753,106669,123053
53.7795,106737,123096
53.7859,106724,123191
53.7892,106794,123286
53.7892,106801,123308
53.793,106831,123343
53.794,106825,123371
53.797,106884,123431
53.7985,106876,123490
53.8034,106884,123597
53.8063,106969,123697
53.8073,106988,123799
53.8073,106993,123866
53.8092,107079,123955
53.8102,107084,124026
53.8107,107121,124105
54.2157,107127,124176
54.2157,107177,124237
54.232,107192,124334
54.2393,107240,124367
54.2459,107179,124219
54.2519,106948,123752
54.2535,106718,123166
54.2546,106545,122762
54.2596,106447,122510
54.2617,106448,122510
54.2637,106513,122567
54.2682,106561,122713
54.2715,106621,122814
54.2725,106607,122836
54.2735,106648,122902
54.2735,106685,122965
54.2745,106737,123053
54.2745,106727,123049
54.2755,106721,123003
54.2755,106682,123038
54.2765,106682,122986
54.2775,106707,123036
54.2775,106738,123051
54.2785,106757,123157
54.2785,106805,123247
54.7328,106840,123332
54.7328,106876,123421
54.7383,106915,123455
54.7455,106933,123515
54.7475,106961,123551
54.7576,106971,123541
54.7606,106947,123553
54.7651,106969,123557
54.7674,106979,123586
54.7677,106983,123629
54.7717,107007,123649
54.7727,107006,123677
54.7802,107005,123692
54.7817,107038,123779
54.7817,107072,123848
54.7851,107114,123951
54.7851,107131,124020
54.7863,107169,124082
54.7863,107223,124169
54.7873,107240,124203
54.7873,107279,124288
54.7883,107320,124359
54.7887,107359,124457
54.7887,107318,124403
54.7899,107139,124028
55.2307,106894,123489
55.2307,106710,123051
55.2337,106599,122751
55.2337,106553,122637
55.2374,106565,122672
55.2386,106623,122731
55.2401,106642,122777
55.2421,106673,122886
55.245,106724,122970
55.2486,106757,123058
55.2486,106785,123107
55.2486,106767,123096
55.2524,106735,123021
55.2544,106714,122943
55.2564,106685,122870
55.2584,106692,122870
55.2598,106685,122877
55.2618,106702,122928
55.2642,106749,123041
55.2659,106800,123214
55.2679,106855,123366
55.2698,106896,123475
55.2725,106927,123563
55.2882,106944,123630
55.2971,106963,123660
55.7187,106969,123665
55.7344,106979,123665
55.7451,106993,123697
55.7513,107031,123747
55.7541,107030,123777
55.7588,107051,123809
55.7631,107031,123828
55.7671,107037,123839
55.7724,107046,123845
55.7796,107038,123852
55.7813,107011,123869
55.7849,107039,123843
55.7859,107026,123870
55.7869,107063,123940
55.7882,107077,123998
55.7901,107079,124054
55.7932,106978,123876
55.7973,106742,123374
55.8,106526,122852
55.8021,106371,122461
55.8031,106297,122251
55.8038,106297,122177
55.8048,106324,122184
55.8048,106350,122268
55.8059,106384,122359
56.2163,106413,122427
56.2163,106454,122527
56.2323,106506,122617
56.2347,106492,122620
56.2368,106501,122592
56.239,106474,122523
56.2399,106438,122473
56.243,106435,122455
56.2439,106428,122482
56.2684,106431,122541
56.2774,106516,122637
56.2818,106570,122712
56.2835,106619,122845
56.2846,106660,122978
56.2939,106713,123091
56.296,106697,123150
56.296,106716,123211
56.3001,106740,123230
56.3011,106786,123238
56.3147,106802,123248
56.3175,106788,123225
56.3252,106765,123243
56.3272,106774,123288
56.3328,106805,123356
56.3372,106813,123365
56.7274,106844,123393
56.7274,106830,123425
56.7357,106854,123501
56.7415,106889,123568
56.7485,106941,123626
56.7505,106946,123724
56.755,106984,123768
56.7573,107000,123910
56.7583,107024,123894
56.7603,106879,123704
56.7623,106653,123205
56.7873,106440,122695
56.8035,106272,122324
56.8259,106228,122137
56.8368,106227,122182
56.8407,106339,122268
56.8488,106396,122395
56.8541,106422,122536
56.8604,106455,122574
56.8647,106489,122599
56.8726,106525,122680
56.8791,106542,122720
56.8884,106525,122666
56.8884,106485,122581
56.8945,106439,122512
57.227,106412,122457
57.227,106419,122464
57.227,106433,122477
57.2366,106451,122547
57.2462,106465,122582
57.2467,106493,122627
57.2477,106532,122668
57.2482,106553,122736
57.2488,106581,122796
57.2488,106587,122819
57.2498,106610,122833
57.2498,106606,122838
57.2547,106614,122893
57.2567,106633,122928
57.2579,106654,122958
57.2604,106674,122965
57.2641,106668,123001
57.2641,106699,123066
57.2662,106714,123132
57.2681,106750,123188
57.2699,106751,123243
57.2882,106799,123299
57.2942,106825,123393
57.2966,106877,123462
57.3005,106894,123542
57.734,106931,123611
57.747,106887,123538
57.7543,106720,123162
57.7543,106486,122670
57.7634,106333,122251
57.7683,106240,122046
57.7724,106222,121993
57.7757,106249,122049
57.7757,106293,122175
57.7757,106362,122328
57.7757,106406,122428
57.782,106442,122541
57.782,106499,122668
57.7875,106542,122736
57.7908,106549,122772
57.7908,106571,122805
57.7908,106566,122821
57.793,106606,122909
57.793,106659,123026
57.793,106703,123154
57.794,106790,123294
57.794,106832,123453
57.795,106917,123631
57.795,106988,123785
57.795,107042,123956
58.2335,107104,124113
58.24,107163,124224
58.2474,107199,124301
58.249,107194,124384
58.2556,107209,124408
58.2642,107206,124425
58.2662,107243,124439
58.278,107233,124449
58.2875,107225,124404
58.29,107238,124376
58.296,107235,124327
58.3035,107234,124314
58.3081,107228,124293
58.3109,107224,124334
58.3188,107254,124391
58.3208,107294,124480
58.3236,107322,124520
58.3257,107344,124571
58.3288,107266,124468
58.3317,107118,124128
58.3368,106925,123732
58.3368,106766,123387
58.3383,106707,123197
58.3383,106674,123157
58.3393,106713,123199
58.729,106770,123319
58.7333,106801,123425
58.7354,106845,123574
58.7374,106895,123678
58.7397,106908,123782
58.7422,106997,123881
58.7453,106963,123865
58.7465,106945,123836
58.7485,106894,123802
58.7498,106910,123763
58.7682,106898,123772
58.7682,106963,123807
58.7793,106967,123889
58.7832,107041,123986
58.7881,107029,124125
58.7914,107121,124175
58.797,107171,124254
58.8014,107153,124244
58.8051,107160,124261
58.818,107107,124244
58.8239,107152,124202
58.8316,107133,124196
58.8326,107077,124144
58.841,107102,124147
58.8454,107117,124121
59.2359,107109,124133
59.2398,107126,124177
59.2398,107127,124227
59.2431,107147,124262
59.2483,107182,124325
59.2518,107215,124388
59.2555,107248,124405
59.2633,107250,124451
59.2684,107216,124417
59.2704,107079,124073
59.2744,106874,123596
59.2764,106662,123180
59.279,106559,122915
59.281,106536,122793
59.2876,106519,122798
59.2905,106581,122855
59.2916,106612,123024
59.2925,106657,123094
59.2925,106694,123159
59.2935,106731,123278
59.2935,106771,123382
59.2945,106770,123403
59.2945,106770,123399
59.2955,106757,123364
59.2965,106762,123400
59.7341,106777,123462
59.7406,106827,123509
59.7488,106858,123612
59.755,106895,123642
59.76,106934,123768
59.7646,106988,123857
59.7693,107016,123946
59.7703,107035,123991
59.7756,107079,124043
59.7812,107080,124074
59.8044,107079,124100
59.8239,107087,124099
59.8239,107087,124098
59.8253,107100,124122
59.8468,107100,124125
59.857,107110,124173
59.8676,107135,124209
59.8704,107162,124277
59.8752,107180,124324
59.8773,107212,124390
59.883,107252,124470
59.8897,107304,124577
59.8907,107327,124658
59.8952,107370,124713
59.9055,107316,124666
60.2423,107169,124320
60.25,106932,123824
60.253,106746,123364
60.2548,106624,123079
60.2633,106552,122948
60.2681,106574,122961
60.273,106620,123011
60.2757,106652,123082
60.2757,106673,123177
60.2848,106704,123213
60.2868,106741,123274
60.2881,106784,123357
60.2896,106802,123383
60.2944,106799,123417
60.298,106802,123424
60.298,106820,123444
60.298,106852,123508
60.3002,106894,123604
60.3002,106948,123730
60.3002,107017,123875
60.3012,107067,124043
60.3012,107147,124207
60.3012,107183,124349
60.3022,107235,124473
60.3022,107292,124593
60.735,107328,124688
60.737,107378,124767
60.7387,107398,124839
60.7422,107443,124906
60.7445,107474,124958
60.7468,107508,125044
60.7487,107550,125130
60.7487,107581,125158
60.7694,107587,125195
60.7775,107601,125266
60.7822,107632,125318
60.7844,107643,125384
60.7892,107678,125470
60.7947,107740,125548
60.7998,107750,125643
60.8056,107781,125675
60.8089,107716,125597
60.8193,107548,125207
60.8278,107347,124730
60.8318,107146,124324
60.8401,107041,124063
60.8452,106997,123938
60.8471,107005,123935
60.8511,107023,123963
60.8556,107039,123982
61.2394,107066,123974
61.2394,107059,123983
61.2426,107076,124037
61.2466,107094,124052
61.2487,107063,124018
61.2507,107032,123915
61.2537,107010,123861
61.2573,107011,123840
61.264,107010,123853
61.264,107038,123916
61.2651,107086,123971
61.2651,107125,124110
61.2651,107227,124275
61.2651,107248,124402
61.2651,107300,124485
61.2673,107345,124542
61.2683,107340,124604
61.2683,107387,124666
61.2724,107373,124730
61.2746,107415,124765
61.2763,107460,124772
61.2773,107420,124826
61.2807,107430,124825
61.2827,107438,124880
61.2964,107446,124890
61.7496,107468,124862
61.7496,107477,124930
61.7496,107521,124938
61.7578,107471,124951
61.7599,107490,125019
61.7612,107559,125088
61.7656,107559,125160
61.7702,107582,125140
61.7724,107492,125051
61.7844,107352,124690
61.789,107134,124197
61.796,106930,123779
61.8002,106854,123529
61.8022,106807,123452
61.803,106831,123458
61.808,106874,123546
61.8121,106866,123595
61.818,106885,123630
61.8201,106911,123659
61.8201,106918,123707
61.8244,106944,123771
61.8264,106965,123763
61.8274,106951,123794
61.8304,106959,123745
61.8314,106974,123784
62.2402,106976,123826
62.244,107001,123842
62.2467,107016,123880
62.2467,107058,123959
62.2514,107103,124032
62.2544,107117,124066
62.2606,107146,124111
62.2626,107149,124159
62.2763,107152,124152
62.2843,107166,124201
62.2893,107164,124233
62.2959,107194,124247
62.301,107186,124296
62.3062,107214,124324
62.3072,107215,124367
62.3102,107247,124454
62.3126,107296,124513
62.3136,107302,124594
62.3156,107365,124680
62.3176,107387,124756
62.323,107413,124833
62.3249,107462,124919
62.3249,107478,125003
62.3249,107518,125079
62.3249,107552,125114
62.7379,107560,125119
62.7379,107491,125033
62.7489,107332,124713
62.7587,107110,124218
62.7617,106934,123764
62.7667,106812,123496
62.7713,106784,123410
62.7821,106808,123421
62.7854,106845,123520
62.7874,106911,123619
62.7879,106945,123727
62.7897,106973,123799
62.7897,107036,123915
62.8102,107080,124008
62.8209,107084,124067
62.8209,107109,124089
62.8495,107090,124093
62.8526,107097,124110
62.8567,107129,124138
62.8727,107142,124204
62.876,107167,124250
62.8841,107224,124362
62.8861,107259,124471
62.8983,107298,124617
62.9074,107358,124728
63.2425,107402,124839
63.245,107409,124938
63.245,107472,125002
63.2507,107482,125072
63.2527,107528,125136
63.2541,107534,125200
63.2648,107579,125265
63.2673,107622,125338
63.2682,107662,125411
63.2725,107684,125474
63.2735,107718,125550
63.2755,107762,125622
63.2779,107784,125685
63.283,107826,125750
63.285,107843,125834
63.285,107887,125901
63.285,107911,126029
63.285,107949,126106
63.285,107977,126173
63.285,107949,126155
63.2881,107839,125903
63.2881,107631,125427
63.2891,107419,124939
63.2891,107305,124612
63.2899,107243,124412
63.7532,107286,124429
63.7532,107311,124500
63.7532,107359,124582
63.7592,107366,124668
63.7632,107392,124725
63.7652,107436,124808
63.7682,107471,124839
63.773,107464,124833
63.7781,107441,124799
63.7954,107417,124732
63.7964,107397,124697
63.8031,107389,124683
63.8069,107404,124703
63.8138,107421,124751
63.816,107453,124817
63.817,107484,124901
63.823,107512,124975
63.8248,107541,125068
63.8259,107564,125122
63.8259,107592,125180
63.8316,107609,125216
63.8346,107592,125251
63.8387,107602,125288
63.8397,107634,125318
63.8407,107643,125338
64.2463,107663,125396
64.2463,107676,125428
64.2577,107699,125474
64.2612,107695,125500
64.2679,107752,125582
64.2689,107781,125626
64.2752,107801,125718
64.2899,107863,125809
64.2982,107869,125826
64.3032,107869,125895
64.3062,107852,125759
64.3126,107679,125430
64.3175,107393,124887
64.3228,107231,124431
64.3275,107124,124089
64.3285,107066,123887
64.3309,107074,123934
64.3329,107135,123983
64.3367,107168,124084
64.3402,107190,124180
64.3422,107246,124297
64.3446,107305,124477
64.3456,107335,124544
64.3456,107315,124568
64.3466,107319,124485
64.7468,107272,124407
64.7468,107249,124377
64.7514,107314,124397
64.7573,107309,124420
64.7593,107297,124491
64.7628,107325,124566
64.7748,107376,124702
64.7814,107406,124811
64.7883,107452,124945
64.7903,107479,124984
64.7977,107461,124938
64.801,107466,124939
64.8058,107439,124903
64.8093,107423,124886
64.8093,107384,124759
64.8133,107358,124687
64.8143,107356,124630
64.8161,107332,124683
64.8186,107368,124716
64.823,107361,124695
64.8267,107391,124727
64.8267,107408,124761
64.8267,107416,124798
64.8267,107448,124861
64.8297,107462,124930
65.243,107492,124927
65.248,107478,124907
65.2537,107345,124680
65.257,107121,124167
65.2607,106866,123624
65.2712,106706,123211
65.2769,106621,123007
65.2821,106612,122958
65.2919,106644,123027
65.2966,106676,123109
65.3012,106704,123200
65.3044,106728,123280
65.308,106772,123359
65.3138,106823,123498
65.3172,106867,123605
65.3265,106919,123680
65.3275,106917,123740
65.3312,106936,123757
65.3363,106926,123766
65.3383,106937,123790
65.3401,106951,123858
65.3421,106979,123913
65.3457,107008,124007
65.3512,107066,124107
65.3526,107113,124213
65.7526,107125,124301
65.7526,107161,124350
65.7601,107156,124348
65.7649,107186,124355
65.7679,107178,124353
65.7968,107196,124359
65.8149,107196,124336
65.8169,107178,124317
65.8169,107173,124272
65.8169,107175,124256
65.8186,107149,124234
65.8186,107165,124205
65.8207,107151,124193
65.8315,107156,124192
65.8324,107152,124245
65.833,107173,124253
65.833,107177,124305
65.8644,107200,124325
65.8684,107161,124310
65.8734,107035,124040
65.8784,106813,123551
65.8823,106619,123089
65.8945,106508,122790
65.9005,106452,122650
65.9088,106488,122677
66.2435,106526,122755
66.2435,106582,122884
66.2592,106604,123007
66.2672,106645,123073
66.2757,106674,123148
66.2822,106688,123184
66.2867,106686,123199
66.2895,106643,123166
66.2895,106640,123111
66.3038,106623,123094
66.3133,106621,123080
66.3202,106642,123130
66.3238,106660,123168
66.3238,106738,123268
66.3295,106768,123441
66.3337,106834,123589
66.3399,106884,123734
66.3409,106933,123892
66.3443,106982,123994
66.3443,107029,124100
66.3481,107048,124173
66.3491,107089,124225
66.3511,107137,124275
66.3533,107159,124291
66.3557,107137,124268
66.7497,107159,124266
66.754,107147,124239
66.754,107129,124241
66.762,107166,124314
66.766,107200,124402
66.7702,107252,124534
66.7712,107306,124698
66.7742,107366,124794
66.7776,107410,124916
66.8064,107467,124969
66.8272,107435,124937
66.8407,107232,124614
66.845,107070,124123
66.8511,106918,123761
66.8554,106828,123542
66.8625,106832,123495
66.8625,106841,123578
66.8673,106935,123673
66.8693,106980,123793
66.8693,107028,123868
66.873,107070,123966
66.8744,107099,124066
66.8755,107125,124113
66.8755,107128,124088
66.8765,107083,124082
67.2463,107057,124014
67.2487,107070,123993
67.2507,107053,124016
67.2527,107120,124057
67.2565,107150,124213
67.2584,107201,124307
67.2604,107254,124438
67.2613,107294,124515
67.2613,107329,124590
67.282,107362,124656
67.293,107357,124652
67.2969,107335,124633
67.3019,107336,124661
67.3019,107363,124633
67.3069,107372,124667
67.3089,107379,124663
67.3221,107401,124685
67.3244,107381,124730
67.3367,107397,124735
67.3376,107417,124797
67.3376,107454,124812
67.3482,107475,124848
67.3505,107460,124816
67.3514,107456,124815
67.3547,107477,124803
67.7432,107421,124698
67.7432,107284,124423
67.7507,107114,123995
67.7507,106925,123610
67.7564,106820,123409
67.7732,106803,123273
67.7822,106798,123272
67.7822,106816,123263
67.789,106822,123296
67.7948,106820,123301
67.8,106864,123377
67.801,106894,123521
67.8121,106934,123620
67.8161,106947,123655
67.8243,106956,123724
67.8243,106976,123706
67.8307,106960,123736
67.8398,106970,123731
67.8436,107004,123801
67.8468,107048,123851
67.8498,107073,123943
67.8508,107087,123965
67.8518,107104,123998
67.8573,107113,124022
67.8588,107134,124069
68.252,107166,124167
68.267,107211,124221
68.2709,107209,124238
68.2768,107211,124272
68.281,107224,124301
68.2814,107238,124305
68.2908,107234,124301
68.3022,107226,124275
68.3111,107203,124226
68.3195,107190,124194
68.3227,107175,124154
68.3262,107178,124140
68.3321,107183,124112
68.3331,107159,124050
68.3341,107141,124027
68.3366,107018,123798
68.3403,106848,123372
68.3413,106659,122927
68.3433,106521,122594
68.3459,106471,122422
68.3524,106471,122424
68.3534,106498,122508
68.3534,106539,122569
68.3544,106565,122639
68.3544,106590,122678
68.7443,106631,122775
68.7531,106668,122862
68.7531,106676,122905
68.7531,106665,122896
68.7611,106656,122886
68.7671,106660,122880
68.7718,106647,122852
68.7728,106650,122846
68.7741,106672,122909
68.7757,106714,122981
68.7783,106740,123054
68.7823,106800,123133
68.7843,106807,123206
68.7888,106835,123263
68.7898,106868,123304
68.7898,106892,123336
68.7908,106907,123359
68.7908,106904,123370
68.7919,106911,123378
68.7919,106930,123427
68.7919,106947,123478
68.7919,106950,123522
68.7919,106974,123553
68.7967,106991,123604
68.7978,106999,123674
69.2504,107021,123735
69.2536,107052,123774
69.2665,107086,123859
69.2716,107146,123942
69.2787,107161,123983
69.2819,107110,123885
69.2865,106937,123525
69.2902,106722,123043
69.2959,106567,122656
69.3007,106486,122426
69.3028,106460,122329
69.3127,106466,122376
69.3207,106518,122425
69.3242,106528,122477
69.3283,106565,122521
69.3325,106562,122514
69.3381,106604,122601
69.3416,106631,122649
69.3436,106646,122681
69.3451,106652,122697
69.3483,106640,122711
69.3493,106636,122734
69.3503,106684,122776
69.3538,106691,122853
69.356,106755,122958
69.7522,106781,123020
69.7547,106833,123139
69.7697,106856,123232
69.7747,106917,123369
69.7851,106958,123452
69.7883,106961,123535
69.7883,107000,123615
69.8018,107037,123701
69.8091,107057,123760
69.8142,107068,123832
69.8172,107128,123911
69.8231,107175,123994
69.8296,107184,124079
69.8343,107218,124166
69.8363,107292,124234
69.8385,107257,124322
69.8423,107305,124400
69.8433,107363,124497
69.8456,107421,124584
69.8476,107425,124706
69.8517,107502,124795
69.8546,107563,124889
69.8556,107498,124887
69.8556,107372,124631
69.8567,107225,124170
70.2549,107007,123784
70.2549,106934,123515
70.2677,106913,123440
70.2699,106950,123492
70.2709,106976,123580
70.2709,107033,123692
70.2789,107068,123755
70.2799,107101,123842
70.2871,107137,123932
70.2891,107161,124050
70.2994,107243,124131
70.3088,107203,124118
70.313,107178,124137
70.3182,107199,124131
70.3236,107226,124134
70.329,107253,124182
70.3343,107290,124276
70.3353,107380,124341
70.3381,107367,124376
70.3381,107438,124481
70.3422,107447,124568
70.3442,107497,124618
70.3457,107511,124733
70.3478,107534,124727
70.353,107583,124789
70.7555,107548,124861
70.7574,107610,124882
70.7632,107627,124929
70.7687,107632,125013
70.7707,107663,124997
70.7813,107662,125009
70.789,107658,125140
70.7898,107705,125138
70.7978,107731,125206
70.8018,107777,125254
70.8091,107777,125344
70.8106,107811,125414
70.8164,107835,125421
70.8205,107820,125483
70.8243,107745,125318
70.8254,107559,125011
70.8274,107385,124559
70.8294,107250,124235
70.8329,107196,124075
70.8359,107209,124038
70.8369,107225,124075
70.8379,107259,124180
70.8379,107313,124209
70.8389,107320,124264
70.8389,107360,124337
71.2561,107403,124417
71.2601,107401,124461
71.2673,107407,124445
71.2779,107387,124437
71.2843,107369,124402
71.2897,107374,124379
71.2915,107368,124390
71.2977,107393,124417
71.3022,107426,124486
71.3033,107448,124557
71.3175,107487,124639
71.323,107516,124698
71.3311,107539,124743
71.3311,107568,124809
71.3385,107585,124858
71.3415,107588,124888
71.3661,107604,124923
71.3734,107624,124954
71.3915,107647,125001
71.3965,107651,125037
71.4194,107678,125069
71.4255,107697,125116
71.4397,107729,125178
71.4439,107755,125211
71.4498,107781,125250
71.7632,107796,125301
71.7632,107828,125370
71.7632,107845,125446
71.7632,107870,125526
71.775,107862,125486
71.7759,107735,125267
71.7879,107529,124808
71.7889,107342,124371
71.7889,107195,124037
71.796,107135,123844
71.7982,107123,123805
71.7991,107167,123834
71.8041,107174,123903
71.8071,107203,123971
71.8091,107229,124034
71.8108,107266,124119
71.8108,107300,124212
71.8108,107339,124265
71.8124,107336,124265
71.8124,107342,124274
71.8134,107344,124282
71.8134,107372,124316
71.8144,107382,124348
71.8144,107422,124414
71.8154,107459,124509
72.2577,107511,124625
72.2609,107546,124690
72.2609,107588,124784
72.2675,107606,124820
72.2705,107626,124865
72.2715,107646,124892
72.2725,107659,124909
72.2751,107665,124936
72.2771,107670,124967
72.2839,107682,124974
72.2883,107694,125003
72.2883,107707,125048
72.2883,107728,125075
72.2883,107734,125122
72.2931,107749,125143
72.2931,107766,125193
72.2936,107776,125252
72.2936,107796,125285
72.2946,107837,125322
72.2952,107849,125364
72.2965,107855,125396
72.2988,107803,125294
72.3011,107644,124946
72.3021,107415,124407
72.3021,107228,123958
72.7622,107135,123680
72.7716,107090,123564
72.7771,107095,123530
72.7814,107119,123575
72.7814,107131,123598
72.7883,107128,123637
72.7905,107149,123670
72.8018,107159,123746
72.8066,107215,123801
72.8091,107198,123818
72.8157,107171,123805
72.8157,107189,123792
72.8241,107190,123771
72.8296,107161,123789
72.8343,107184,123788
72.8353,107200,123860
72.8368,107254,123904
72.8368,107257,123978
72.8417,107301,124051
72.8437,107303,124097
72.8469,107333,124170
72.8469,107341,124208
72.8537,107340,124224
72.8547,107370,124247
72.8547,107366,124273
73.2644,107394,124282
73.2704,107398,124271
73.2734,107408,124313
73.2766,107425,124328
73.2776,107431,124373
73.2816,107468,124394
73.2857,107478,124455
73.2867,107511,124502
73.2882,107517,124560
73.2932,107543,124589
73.2967,107546,124635
73.3088,107566,124660
73.3143,107579,124723
73.3199,107609,124736
73.3226,107585,124698
73.3271,107435,124407
73.3291,107205,123914
73.3299,107048,123489
73.339,106918,123181
73.341,106846,123019
73.3434,106876,123003
73.3434,106891,123035
73.3475,106931,123120
73.3485,106930,123146
73.3516,106939,123181
73.7584,106964,123219
73.7589,106984,123258
73.7589,107006,123251
73.7641,106974,123254
73.7664,106978,123215
73.7685,106937,123190
73.7697,106975,123209
73.772,106979,123192
73.7887,106993,123273
73.7998,107038,123329
73.8029,107091,123414
73.8064,107113,123477
73.81,107136,123530
73.814,107155,123635
73.8194,107179,123637
73.8225,107202,123711
73.8284,107234,123712
73.8304,107223,123729
73.8335,107221,123755
73.8393,107255,123787
73.8514,107256,123859
73.8609,107276,123866
73.8653,107296,123963
73.8727,107328,123969
73.8753,107309,124035
74.2608,107343,124111
74.2608,107388,124120
74.2608,107399,124175
74.2608,107435,124216
74.2608,107465,124299
74.2608,107480,124344
74.2728,107491,124396
74.2748,107516,124437
74.2762,107495,124405
74.2773,107413,124224
74.2806,107174,123753
74.2826,106958,123336
74.2842,106867,123044
74.2853,106863,122886
74.3088,106850,122942
74.3186,106888,122995
74.3234,106931,123109
74.3264,106933,123155
74.3284,106953,123204
74.3304,106990,123230
74.3334,107031,123337
74.3354,107054,123387
74.342,107009,123413
74.345,107009,123389
74.3495,107017,123389
74.7601,107050,123431
74.7601,107090,123518
74.7601,107125,123559
74.7698,107148,123660
74.7729,107227,123765
74.7748,107256,123853
74.7811,107311,123961
74.7831,107338,124046
74.7831,107369,124117
74.7831,107400,124177
74.7878,107421,124275
74.7888,107457,124279
74.7895,107477,124337
74.7895,107492,124381
74.7906,107517,124433
74.7906,107551,124483
74.7926,107582,124516
74.7949,107599,124611
74.7964,107617,124674
74.7964,107646,124768
74.7964,107685,124825
74.8029,107692,124890
74.8049,107721,124958
74.8062,107748,125016
74.8236,107786,125093
75.2611,107827,125152
75.2631,107858,125220
75.2651,107849,125222
75.2671,107753,125004
75.2705,107551,124601
75.2718,107346,124165
75.2739,107223,123858
75.2755,107178,123691
75.2889,107180,123656
75.303,107216,123730
75.306,107259,123860
75.307,107291,123941
75.31,107325,123992
75.3142,107367,124092
75.3204,107404,124153
75.3243,107422,124178
75.3312,107395,124144
75.3328,107388,124140
75.3338,107365,124095
75.3426,107359,124063
75.345,107390,124100
75.3521,107396,124127
75.3582,107429,124215
75.3645,107438,124273
75.3659,107491,124352
75.7616,107492,124407
75.7616,107520,124452
75.7616,107540,124489
75.7616,107540,124497
75.783,107548,124495
75.7879,107535,124499
75.7958,107544,124506
75.7958,107570,124529
75.8044,107596,124567
75.8084,107604,124594
75.8103,107618,124631
75.8202,107648,124648
75.8235,107657,124711
75.8337,107668,124740
75.8374,107700,124763
75.8445,107712,124809
75.8517,107731,124848
75.8517,107752,124905
75.8583,107774,124933
75.8617,107750,124897
75.8637,107647,124694
75.865,107450,124284
75.865,107264,123841
75.87,107133,123527
75.871,107075,123367
76.2641,107074,123347
76.2697,107115,123428
76.2713,107157,123524
76.2768,107186,123603
76.2806,107238,123682
76.2834,107265,123781
76.2845,107292,123843
76.2865,107308,123836
76.2895,107259,123782
76.2921,107248,123754
76.2982,107234,123738
76.2992,107234,123736
76.3002,107254,123766
76.3002,107298,123811
76.3012,107320,123905
76.3017,107357,123991
76.3017,107407,124083
76.3027,107438,124152
76.3032,107453,124212
76.3032,107479,124241
76.3032,107481,124281
76.3053,107506,124305
76.3063,107529,124341
76.3083,107547,124366
76.3111,107560,124369
76.7633,107567,124419
76.7668,107596,124457
76.7668,107609,124487
76.7754,107615,124512
76.7766,107632,124569
76.7829,107633,124602
76.7849,107665,124644
76.7861,107692,124711
76.7871,107729,124743
76.7895,107749,124820
76.7924,107770,124884
76.7954,107748,124886
76.7964,107653,124676
76.7964,107469,124275
76.7964,107281,123871
76.8007,107147,123558
